transaction_id,customer_id,transaction_date,amount,transaction_type,merchant_category
120,5653,2021-02-03,6768.53,Payment,Online Shopping
121,5653,2023-05-12,3291.27,Payment,Fuel
122,5653,2023-02-18,631.93,Transfer,Healthcare
123,5653,2022-04-17,270.52,Transfer,Healthcare
124,5653,2021-04-13,2884.93,Payment,Healthcare
125,5653,2022-03-16,3353.7,Payment,Grocery
126,5574,2021-03-24,163.42,Debit,Online Shopping
127,5574,2021-05-07,247.0,Debit,Dining
128,5574,2021-09-17,3990.56,Credit,Online Shopping
129,5574,2022-11-28,13867.59,Credit,Grocery
130,5574,2022-10-13,1959.21,Debit,Dining
131,5574,2022-03-13,760.82,Transfer,Grocery
132,5574,2021-07-23,4686.14,Credit,Utilities
133,5574,2022-05-14,6.13,Transfer,Utilities
134,5574,2023-04-21,460.67,Debit,Utilities
135,5574,2021-08-31,1050.83,Payment,Grocery
136,5574,2022-07-04,1127.14,Debit,Entertainment
137,5574,2021-01-19,625.38,Debit,Dining
138,5574,2021-02-28,8082.38,Credit,Utilities
139,5574,2021-08-16,764.07,Debit,Dining
140,5574,2022-04-05,1922.69,Payment,Education
141,5574,2022-03-18,136.69,Debit,Entertainment
142,5574,2023-05-28,196.73,Debit,Grocery
143,5574,2023-02-02,981.56,Debit,Grocery
144,5277,2022-08-19,244.63,Debit,Utilities
145,5277,2021-09-25,6217.77,Credit,Grocery
146,5277,2022-02-05,88.56,Debit,Grocery
147,5277,2022-05-02,3523.61,Credit,Dining
148,5277,2022-08-12,1559.75,Debit,Fuel
149,5277,2021-10-13,1501.57,Payment,Fuel
150,5277,2021-09-17,537.78,Debit,Utilities
151,5277,2022-04-25,295.09,Transfer,Fuel
152,5277,2021-10-06,250.95,Transfer,Utilities
153,5277,2021-06-17,98.79,Debit,Entertainment
154,5277,2022-09-10,218.04,Transfer,Grocery
155,5277,2022-08-30,220.12,Debit,Dining
156,5277,2022-05-10,185.87,Debit,Online Shopping
157,5277,2022-11-10,648.14,Debit,Entertainment
158,5277,2022-02-24,4562.68,Credit,Fuel
159,5277,2021-01-24,405.24,Debit,Online Shopping
160,5277,2023-01-05,1494.46,Debit,Utilities
161,5277,2021-12-24,163.97,Debit,Grocery
162,5277,2022-10-16,3181.59,Payment,Grocery
163,5277,2022-03-05,221.99,Transfer,Fuel
164,5277,2022-07-18,363.84,Debit,Education
165,5277,2022-12-25,139.39,Transfer,Fuel
166,5190,2022-04-08,1112.66,Debit,Dining
167,5190,2023-02-27,54.44,Debit,Online Shopping
168,5190,2022-11-08,287.93,Debit,Healthcare
169,5190,2022-08-15,92.45,Debit,Grocery
170,5190,2022-01-06,118.12,Debit,Education
171,5190,2021-05-13,76.41,Transfer,Grocery
172,5190,2021-12-14,179.24,Debit,Utilities
173,5190,2022-06-15,558.94,Transfer,Dining
174,5190,2021-03-13,3888.29,Payment,Education
175,5190,2022-10-10,664.25,Debit,Fuel
176,5190,2022-08-29,565.83,Transfer,Grocery
177,5190,2021-11-22,1416.35,Transfer,Grocery
178,5190,2021-11-01,13797.01,Credit,Dining
179,5190,2021-05-10,540.58,Debit,Entertainment
180,5190,2022-04-28,521.12,Debit,Dining
181,5190,2022-05-28,283.61,Debit,Online Shopping
182,5190,2021-11-29,40.31,Debit,Education
183,5190,2021-11-02,907.28,Debit,Online Shopping
184,5190,2022-12-18,3260.08,Payment,Healthcare
185,5190,2023-04-18,89.01,Debit,Online Shopping
186,5190,2022-08-17,92.87,Debit,Utilities
187,5190,2021-12-14,614.97,Debit,Online Shopping
188,5190,2023-06-06,5617.35,Payment,Online Shopping
189,5190,2021-08-09,86.06,Transfer,Entertainment
190,5190,2022-05-23,328.68,Debit,Education
191,5190,2022-07-27,1084.09,Debit,Fuel
192,5190,2022-06-28,1131.14,Transfer,Utilities
193,5190,2021-11-24,2517.32,Payment,Online Shopping
194,5190,2022-07-08,3897.21,Credit,Healthcare
195,5190,2022-07-10,79.06,Debit,Online Shopping
196,5190,2021-01-04,6783.92,Credit,Online Shopping
197,5190,2021-04-24,8264.43,Credit,Healthcare
198,5190,2021-06-13,1946.73,Credit,Entertainment
199,5190,2021-04-24,7875.5,Credit,Utilities
200,5190,2021-09-20,307.38,Debit,Grocery
201,5190,2023-05-28,1189.52,Debit,Utilities
202,5190,2022-07-08,4031.43,Payment,Online Shopping
203,5190,2021-12-04,3183.41,Payment,Healthcare
204,5190,2022-09-15,3318.94,Credit,Healthcare
205,5190,2022-04-19,227.49,Transfer,Grocery
206,5190,2021-08-29,282.57,Debit,Dining
207,5190,2022-05-01,119.57,Debit,Grocery
208,5388,2021-07-07,35818.13,Credit,Education
209,5388,2022-01-28,169.33,Debit,Grocery
210,5388,2023-01-08,65.98,Debit,Utilities
211,5388,2022-01-26,238.57,Debit,Education
212,5388,2022-05-20,3787.49,Payment,Utilities
213,5388,2022-03-26,8681.27,Credit,Grocery
214,5388,2023-06-18,1313.99,Payment,Grocery
215,5388,2022-10-15,4623.46,Payment,Online Shopping
216,5388,2022-04-18,69.27,Debit,Online Shopping
217,5388,2022-05-11,1321.27,Debit,Utilities
218,5388,2022-08-17,2005.12,Payment,Utilities
219,5388,2022-08-04,177.62,Transfer,Grocery
220,5388,2022-01-22,18592.81,Credit,Dining
221,5388,2023-05-18,8823.46,Credit,Utilities
222,5388,2022-12-28,11697.24,Credit,Fuel
223,5388,2021-11-11,2930.57,Payment,Dining
224,5388,2022-10-15,1115.92,Transfer,Utilities
225,5388,2023-03-10,233.16,Debit,Grocery
226,5388,2021-02-24,310.78,Debit,Fuel
227,5388,2022-12-21,672.04,Debit,Online Shopping
228,5388,2022-01-30,2038.13,Credit,Entertainment
229,5388,2022-03-31,1438.67,Debit,Fuel
230,5388,2022-01-20,2719.96,Payment,Online Shopping
231,5388,2023-01-26,2800.43,Payment,Grocery
232,5493,2021-06-29,143.0,Transfer,Entertainment
233,5493,2023-04-18,2910.88,Payment,Entertainment
234,5493,2023-05-10,1647.72,Credit,Dining
235,5493,2021-08-18,429.34,Debit,Fuel
236,5493,2022-10-13,1203.98,Debit,Dining
237,5493,2023-02-08,467.45,Debit,Online Shopping
238,5493,2022-09-14,3043.48,Payment,Dining
239,5493,2022-06-14,5677.4,Payment,Online Shopping
240,5493,2021-05-03,231.92,Debit,Utilities
241,5493,2022-01-18,14655.15,Payment,Education
242,5493,2022-10-22,497.94,Debit,Grocery
243,5493,2022-11-11,591.78,Transfer,Fuel
244,5493,2021-08-04,1239.33,Transfer,Fuel
245,5493,2021-08-30,3322.62,Payment,Healthcare
246,5493,2021-08-06,7342.19,Credit,Grocery
247,5493,2021-08-09,204.17,Debit,Healthcare
248,5493,2022-10-31,109.37,Debit,Entertainment
249,5493,2022-01-29,218.63,Debit,Entertainment
250,5493,2022-09-11,48.97,Debit,Utilities
251,5493,2022-06-27,444.88,Debit,Education
252,5493,2021-03-07,695.56,Debit,Grocery
253,5493,2022-03-16,713.14,Debit,Entertainment
254,5493,2023-04-15,136.98,Debit,Education
255,5493,2021-12-20,3728.82,Payment,Education
256,5493,2021-06-26,264.6,Debit,Grocery
257,5493,2021-05-23,214.73,Transfer,Online Shopping
258,5493,2023-06-01,19412.73,Credit,Grocery
259,5493,2022-10-01,1237.8,Payment,Dining
260,5493,2021-01-13,373.27,Debit,Online Shopping
261,5493,2021-11-10,140.81,Debit,Entertainment
262,5493,2022-06-17,16556.76,Credit,Grocery
263,5493,2022-12-17,185.8,Transfer,Dining
264,5493,2021-09-18,301.85,Debit,Online Shopping
265,5493,2023-05-15,531.66,Debit,Utilities
266,5493,2021-11-26,4516.95,Payment,Grocery
267,5493,2022-04-22,1763.4,Payment,Grocery
268,5493,2021-06-04,1000.78,Debit,Education
269,5493,2023-03-23,1321.08,Debit,Grocery
270,5493,2023-03-01,1245.65,Payment,Dining
271,5493,2022-06-30,17261.97,Credit,Grocery
272,5493,2023-02-09,4120.74,Debit,Grocery
273,5493,2022-01-21,982.37,Payment,Dining
274,5493,2021-11-12,253.47,Debit,Utilities
275,5493,2022-08-21,801.73,Debit,Grocery
276,5493,2022-08-27,247.43,Debit,Grocery
277,5493,2021-01-07,1515.32,Debit,Grocery
278,5493,2021-09-17,2874.32,Payment,Entertainment
279,5493,2021-04-24,161.14,Transfer,Grocery
280,5493,2021-12-24,600.39,Debit,Grocery
281,5551,2022-04-27,1002.68,Debit,Grocery
282,5551,2022-03-04,788.47,Payment,Grocery
283,5551,2022-12-25,131.08,Transfer,Healthcare
284,5551,2022-11-22,259.87,Debit,Entertainment
285,5551,2023-06-27,574.31,Debit,Online Shopping
286,5551,2021-01-16,6369.23,Credit,Fuel
287,5551,2022-12-03,251.29,Transfer,Online Shopping
288,5551,2022-11-08,163.09,Debit,Online Shopping
289,5551,2022-07-08,1174.31,Payment,Fuel
290,5551,2022-03-01,242.06,Transfer,Online Shopping
291,5502,2021-07-03,7337.69,Credit,Healthcare
292,5502,2022-03-20,6528.57,Credit,Healthcare
293,5502,2021-09-19,14646.38,Credit,Education
294,5502,2022-02-17,278.55,Transfer,Fuel
295,5502,2022-04-03,363.41,Debit,Education
296,5502,2023-03-24,329.12,Debit,Utilities
297,5502,2022-08-17,7463.94,Credit,Grocery
298,5502,2021-12-13,491.17,Transfer,Fuel
299,5502,2022-10-30,167.39,Debit,Healthcare
300,5502,2023-01-27,208.99,Debit,Online Shopping
301,5502,2022-12-24,915.08,Transfer,Online Shopping
302,5502,2021-06-14,2023.0,Payment,Grocery
303,5502,2023-01-03,102.45,Debit,Grocery
304,5502,2021-05-04,249.5,Debit,Healthcare
305,5502,2021-04-07,4700.75,Payment,Grocery
306,5502,2023-04-30,11197.68,Credit,Entertainment
307,5502,2021-04-08,108.41,Debit,Entertainment
308,5502,2021-04-16,3402.83,Credit,Grocery
309,5502,2023-03-08,10951.31,Credit,Entertainment
310,5502,2022-10-28,1789.74,Transfer,Online Shopping
311,5502,2021-12-15,1704.61,Payment,Education
312,5502,2022-02-12,705.3,Debit,Dining
313,5502,2022-08-31,749.21,Debit,Entertainment
314,5502,2021-04-14,3251.84,Credit,Grocery
315,5502,2023-04-09,697.2,Transfer,Online Shopping
316,5502,2022-07-19,1406.25,Debit,Grocery
317,5502,2021-08-24,6283.23,Credit,Entertainment
318,5502,2021-11-18,2246.0,Credit,Education
319,5502,2023-04-30,27996.36,Credit,Dining
320,5502,2021-05-18,7687.42,Credit,Healthcare
321,5502,2023-03-29,144.59,Debit,Healthcare
322,5502,2021-10-27,12536.53,Credit,Dining
323,5502,2023-06-16,177.63,Debit,Entertainment
324,5502,2021-11-02,838.91,Debit,Utilities
325,5212,2022-04-19,1224.6,Debit,Education
326,5212,2023-06-04,893.31,Debit,Grocery
327,5212,2023-05-04,6332.36,Payment,Healthcare
328,5212,2022-08-25,538.72,Debit,Utilities
329,5212,2023-03-21,67.07,Debit,Utilities
330,5212,2022-08-09,522.93,Debit,Fuel
331,5212,2023-03-26,1591.38,Payment,Grocery
332,5212,2022-04-24,2459.77,Debit,Online Shopping
333,5212,2021-10-22,6026.58,Credit,Online Shopping
334,5212,2021-12-15,9064.86,Credit,Online Shopping
335,5212,2021-03-21,1922.57,Debit,Dining
336,5212,2022-04-04,4844.95,Payment,Utilities
337,5212,2021-04-05,7182.72,Payment,Grocery
338,5212,2021-04-21,176.77,Transfer,Dining
339,5212,2021-04-23,739.88,Transfer,Education
340,5212,2023-03-20,635.49,Debit,Fuel
341,5212,2021-02-13,253.56,Debit,Grocery
342,5212,2023-01-16,10914.64,Credit,Online Shopping
343,5212,2021-12-17,424.0,Transfer,Utilities
344,5212,2021-07-28,3409.64,Credit,Fuel
345,5212,2022-12-11,1514.12,Debit,Grocery
346,5212,2023-04-17,180.96,Debit,Entertainment
347,5212,2022-08-01,46.08,Debit,Grocery
348,5212,2022-05-16,5909.1,Credit,Entertainment
349,5212,2022-12-18,639.77,Debit,Grocery
350,5212,2022-09-30,8955.4,Credit,Online Shopping
351,5212,2023-04-13,170.3,Transfer,Grocery
352,5212,2022-03-22,1513.75,Debit,Entertainment
353,5212,2021-07-18,157.93,Debit,Entertainment
354,5212,2021-11-16,13563.47,Credit,Utilities
355,5212,2021-09-13,4141.88,Credit,Online Shopping
356,5212,2021-08-09,1496.89,Credit,Entertainment
357,5212,2022-12-30,2895.98,Payment,Education
358,5212,2023-03-18,507.51,Debit,Online Shopping
359,5212,2021-01-11,7523.57,Credit,Entertainment
360,5212,2021-07-13,353.67,Debit,Grocery
361,5212,2021-08-03,5060.62,Payment,Healthcare
362,5212,2022-08-10,3752.78,Credit,Online Shopping
363,5212,2023-05-16,15596.32,Credit,Grocery
364,5212,2023-05-09,2829.26,Payment,Online Shopping
365,5212,2021-03-20,4780.26,Payment,Entertainment
366,5212,2023-04-10,489.65,Transfer,Grocery
367,5212,2021-03-28,543.85,Debit,Fuel
368,5212,2022-09-15,150.52,Transfer,Grocery
369,5212,2021-10-06,463.96,Debit,Utilities
370,5212,2021-09-27,6838.08,Debit,Healthcare
371,5212,2021-02-14,217.57,Transfer,Grocery
372,5212,2023-03-18,3950.52,Credit,Education
373,5212,2023-01-13,429.55,Transfer,Online Shopping
374,5049,2022-06-17,1001.6,Debit,Fuel
375,5049,2023-04-17,5697.11,Payment,Utilities
376,5049,2022-06-04,283.89,Debit,Utilities
377,5049,2021-07-31,374.88,Debit,Education
378,5049,2022-04-14,3705.88,Payment,Entertainment
379,5049,2021-04-01,326.5,Debit,Fuel
380,5049,2022-08-08,694.42,Transfer,Entertainment
381,5049,2022-09-24,148.4,Debit,Education
382,5049,2021-03-15,8311.91,Credit,Online Shopping
383,5049,2021-09-06,3079.23,Payment,Healthcare
384,5049,2021-09-28,428.23,Debit,Online Shopping
385,5049,2021-03-20,2555.73,Payment,Utilities
386,5049,2022-02-15,5956.1,Credit,Fuel
387,5049,2022-10-03,1117.65,Payment,Healthcare
388,5049,2023-04-18,3309.66,Payment,Utilities
389,5049,2023-01-30,426.47,Debit,Grocery
390,5049,2022-09-25,825.3,Debit,Grocery
391,5049,2021-09-05,10204.11,Credit,Grocery
392,5049,2023-06-23,1484.9,Payment,Grocery
393,5049,2023-02-06,305.43,Debit,Entertainment
394,5049,2023-03-16,150.6,Debit,Grocery
395,5049,2021-10-11,509.79,Debit,Entertainment
396,5049,2023-02-07,3662.74,Payment,Grocery
397,5049,2021-04-24,313.7,Debit,Grocery
398,5049,2022-01-14,462.9,Debit,Utilities
399,5049,2022-07-27,2680.03,Payment,Fuel
400,5049,2021-01-01,8610.93,Credit,Online Shopping
401,5049,2022-05-21,8876.97,Credit,Online Shopping
402,5049,2022-07-29,2513.0,Payment,Utilities
403,5049,2022-07-21,800.19,Debit,Grocery
404,5049,2023-05-04,6163.58,Payment,Dining
405,5049,2023-06-16,56.86,Transfer,Grocery
406,5049,2022-06-20,300.94,Transfer,Entertainment
407,5049,2022-06-09,305.01,Debit,Grocery
408,5049,2022-04-07,776.32,Debit,Online Shopping
409,5049,2021-10-08,163.91,Debit,Fuel
410,5049,2022-06-23,502.2,Debit,Online Shopping
411,5049,2022-12-31,4624.72,Payment,Entertainment
412,5049,2022-05-11,8849.89,Credit,Dining
413,5049,2021-04-30,53.73,Debit,Online Shopping
414,5049,2022-06-14,69.83,Debit,Utilities
415,5439,2021-09-27,8990.01,Credit,Online Shopping
416,5439,2022-12-12,2010.63,Debit,Grocery
417,5439,2022-04-02,209.33,Debit,Fuel
418,5439,2022-07-22,4070.4,Credit,Entertainment
419,5439,2022-01-20,37.56,Debit,Dining
420,5439,2023-03-11,454.13,Debit,Healthcare
421,5439,2022-04-04,191.15,Debit,Utilities
422,5439,2021-03-20,256.09,Debit,Entertainment
423,5439,2023-02-02,1659.77,Payment,Fuel
424,5439,2022-07-21,4228.36,Payment,Grocery
425,5439,2023-06-16,5033.44,Payment,Dining
426,5439,2023-06-25,4319.56,Payment,Online Shopping
427,5439,2022-07-13,469.77,Debit,Education
428,5439,2022-12-12,4677.26,Payment,Fuel
429,5439,2022-06-12,1766.96,Debit,Dining
430,5439,2022-01-02,4090.03,Credit,Grocery
431,5439,2021-04-19,4257.29,Credit,Utilities
432,5439,2022-07-11,584.35,Debit,Grocery
433,5439,2022-01-03,2613.82,Payment,Grocery
434,5439,2022-07-28,7014.58,Payment,Dining
435,5439,2021-10-23,56.25,Debit,Utilities
436,5439,2023-04-06,3565.55,Credit,Grocery
437,5439,2022-09-16,338.85,Debit,Dining
438,5439,2021-08-03,211.14,Transfer,Fuel
439,5439,2022-02-21,2288.57,Payment,Healthcare
440,5439,2022-06-05,2127.64,Transfer,Healthcare
441,5439,2023-03-20,3716.7,Payment,Dining
442,5439,2023-01-12,2176.29,Payment,Healthcare
443,5439,2022-04-09,157.05,Transfer,Grocery
444,5439,2023-05-26,10732.4,Payment,Dining
445,5439,2021-02-21,449.24,Debit,Entertainment
446,5439,2023-05-12,2209.65,Payment,Education
447,5540,2021-12-06,2197.15,Payment,Online Shopping
448,5540,2021-05-12,886.45,Debit,Online Shopping
449,5540,2022-12-02,101.69,Debit,Utilities
450,5540,2021-07-02,6433.14,Payment,Grocery
451,5540,2021-10-04,4486.21,Payment,Utilities
452,5540,2023-03-26,742.99,Debit,Online Shopping
453,5540,2022-09-19,7904.11,Payment,Utilities
454,5540,2021-12-14,3196.82,Payment,Fuel
455,5540,2023-03-16,120.75,Transfer,Utilities
456,5540,2023-02-27,7450.36,Credit,Fuel
457,5540,2021-04-10,10131.78,Credit,Online Shopping
458,5540,2022-07-25,1664.61,Payment,Fuel
459,5540,2021-10-09,1895.69,Debit,Dining
460,5540,2021-12-07,48.26,Debit,Grocery
461,5540,2023-03-02,391.01,Debit,Education
462,5540,2023-05-23,13777.0,Credit,Grocery
463,5540,2021-08-10,197.77,Debit,Fuel
464,5540,2022-05-21,373.23,Debit,Grocery
465,5540,2022-11-17,458.34,Transfer,Dining
466,5540,2022-12-17,775.56,Debit,Online Shopping
467,5540,2022-04-28,742.93,Debit,Entertainment
468,5540,2021-02-12,1191.55,Debit,Utilities
469,5540,2022-04-08,7476.69,Credit,Education
470,5540,2022-01-08,212.57,Debit,Grocery
471,5540,2022-01-21,4082.42,Payment,Education
472,5540,2023-06-28,462.31,Debit,Entertainment
473,5540,2021-07-14,263.18,Debit,Grocery
474,5540,2022-02-20,911.03,Debit,Utilities
475,5540,2021-05-03,1789.3,Payment,Online Shopping
476,5540,2022-06-21,3977.28,Payment,Online Shopping
477,5540,2023-05-18,9711.28,Credit,Entertainment
478,5540,2021-03-30,302.54,Debit,Dining
479,5540,2022-02-23,3873.52,Payment,Online Shopping
480,5540,2022-05-03,3372.72,Payment,Entertainment
481,5540,2022-01-26,432.3,Debit,Healthcare
482,5540,2021-10-07,710.43,Debit,Online Shopping
483,5540,2021-09-27,3607.54,Debit,Dining
484,5540,2021-03-23,2397.52,Payment,Online Shopping
485,5540,2021-11-25,1444.94,Transfer,Grocery
486,5540,2021-08-27,2498.84,Payment,Utilities
487,5540,2022-05-08,1605.2,Debit,Entertainment
488,5540,2021-10-29,544.7,Transfer,Education
489,5397,2023-06-24,252.61,Debit,Fuel
490,5397,2021-09-21,152.87,Transfer,Education
491,5397,2021-02-17,2999.05,Payment,Grocery
492,5397,2023-03-06,386.86,Debit,Online Shopping
493,5397,2021-06-03,4776.63,Payment,Fuel
494,5397,2022-05-19,2790.46,Payment,Healthcare
495,5397,2022-02-25,203.23,Debit,Fuel
496,5397,2021-10-12,18599.41,Credit,Utilities
497,5397,2021-08-11,8282.64,Credit,Fuel
498,5397,2021-12-18,2130.3,Credit,Utilities
499,5397,2022-12-18,12206.62,Debit,Education
500,5397,2022-04-18,991.12,Debit,Online Shopping
501,5397,2022-07-29,4089.96,Credit,Utilities
502,5397,2021-07-17,1534.52,Debit,Grocery
503,5397,2021-03-23,163.81,Debit,Grocery
504,5397,2023-06-25,1729.99,Payment,Grocery
505,5397,2021-07-13,32.14,Debit,Grocery
506,5397,2021-10-23,3136.25,Payment,Dining
507,5397,2023-06-18,4238.35,Debit,Healthcare
508,5397,2023-03-27,4849.42,Payment,Entertainment
509,5397,2021-11-13,656.43,Debit,Utilities
510,5397,2021-11-29,1110.87,Debit,Grocery
511,5397,2023-04-22,6805.09,Credit,Utilities
512,5397,2022-12-30,4976.2,Payment,Grocery
513,5397,2022-01-11,3851.17,Transfer,Online Shopping
514,5138,2021-11-17,1186.57,Debit,Education
515,5138,2023-05-02,725.51,Debit,Online Shopping
516,5138,2023-03-14,1096.17,Transfer,Education
517,5138,2023-03-18,6105.84,Payment,Online Shopping
518,5138,2021-03-18,205.1,Debit,Education
519,5138,2022-02-14,1063.94,Debit,Online Shopping
520,5138,2023-02-14,2034.26,Payment,Grocery
521,5138,2021-11-02,250.08,Debit,Grocery
522,5138,2021-09-09,1991.4,Debit,Grocery
523,5138,2023-01-23,7969.12,Credit,Online Shopping
524,5138,2021-11-19,343.29,Transfer,Entertainment
525,5138,2021-02-05,5490.98,Credit,Healthcare
526,5138,2021-06-01,1457.28,Debit,Entertainment
527,5138,2023-05-11,648.36,Transfer,Grocery
528,5138,2021-11-23,3230.49,Payment,Entertainment
529,5138,2021-06-22,14717.81,Credit,Grocery
530,5138,2022-02-19,2122.22,Debit,Healthcare
531,5138,2021-07-14,582.29,Debit,Grocery
532,5138,2021-06-20,331.97,Debit,Utilities
533,5138,2022-05-31,597.01,Debit,Grocery
534,5138,2021-05-31,461.04,Debit,Entertainment
535,5138,2021-07-14,2761.2,Transfer,Online Shopping
536,5138,2022-03-02,1884.12,Payment,Education
537,5138,2022-06-20,3602.55,Debit,Dining
