app_id,snapshot_month,outstanding_balance,dpd,payment_amount,default_flag
10009,2022-01-31,8233.12,10,4572.8,0
10009,2022-02-28,3882.39,5,4476.97,0
10009,2022-03-31,0.0,15,4353.18,0
10011,2023-05-31,23430.95,30,554.52,0
10011,2023-06-30,23260.57,0,553.08,0
10011,2023-07-31,23077.34,45,563.15,0
10011,2023-08-31,22900.97,0,553.3,0
10011,2023-09-30,22716.41,0,558.61,0
10011,2023-10-31,22533.31,0,554.14,0
10011,2023-11-30,22353.45,0,547.9,0
10013,2022-07-31,22796.92,0,2364.75,0
10013,2022-08-31,20821.72,10,2307.65,0
10013,2022-09-30,18875.14,0,2250.23,0
10013,2022-10-31,16971.76,0,2178.64,0
10013,2022-11-30,14993.52,15,2225.75,0
10013,2022-12-31,12928.9,0,2283.27,0
10013,2023-01-31,10895.12,0,2222.33,0
10013,2023-02-28,8844.05,0,2209.96,0
10013,2023-03-31,6693.46,0,2279.56,0
10013,2023-04-30,4592.81,5,2198.27,0
10013,2023-05-31,2318.16,0,2341.63,0
10013,2023-06-30,82.18,0,2269.78,0
10014,2022-01-31,38311.9,5,3652.34,0
10014,2022-02-28,35208.66,5,3719.42,0
10014,2022-03-31,32023.15,10,3751.79,0
10014,2022-04-30,28635.67,0,3902.52,0
10014,2022-05-31,25208.11,0,3888.11,0
10014,2022-06-30,21932.58,30,3680.96,0
10014,2022-07-31,18455.51,10,3829.82,0
10014,2022-08-31,15063.63,45,3688.71,0
10014,2022-09-30,11335.22,0,3970.68,0
10014,2022-10-31,7560.53,0,3957.0,0
10014,2022-11-30,3872.35,0,3809.78,0
10014,2022-12-31,73.5,0,3861.13,0
10016,2022-06-30,91580.94,45,1737.06,0
10016,2022-07-31,90458.02,10,1733.46,0
10016,2022-08-31,89283.64,45,1777.43,0
10016,2022-09-30,88162.98,0,1715.89,0
10016,2022-10-31,87028.07,15,1722.66,0
10016,2022-11-30,85849.4,45,1758.86,0
10016,2022-12-31,84693.36,0,1728.37,0
10016,2023-01-31,83518.89,0,1739.09,0
10016,2023-02-28,82421.36,15,1654.32,0
10016,2023-03-31,81293.22,0,1677.62,0
10016,2023-04-30,80195.61,15,1639.56,0
10016,2023-05-31,79029.77,0,1700.48,0
10016,2023-06-30,77864.66,0,1691.98,0
10016,2023-07-31,76599.76,15,1783.99,0
10016,2023-08-31,75392.03,0,1718.4,0
10016,2023-09-30,74146.46,30,1748.18,0
10016,2023-10-31,72969.48,0,1671.29,0
10016,2023-11-30,71700.09,0,1755.85,0
10018,2021-08-31,62543.92,15,1183.36,0
10018,2021-09-30,61829.45,5,1136.64,0
10018,2021-10-31,61080.66,45,1166.14,0
10018,2021-11-30,60316.9,0,1176.05,0
10018,2021-12-31,59553.2,10,1170.84,0
10018,2022-01-31,58746.5,0,1208.68,0
10018,2022-02-28,57936.32,15,1206.72,0
10018,2022-03-31,57112.23,0,1215.16,0
10018,2022-04-30,56317.81,0,1179.93,0
10018,2022-05-31,55482.68,10,1215.27,0
10018,2022-06-30,54658.11,15,1199.08,0
10018,2022-07-31,53893.15,0,1133.91,0
10018,2022-08-31,53104.84,0,1152.08,0
10018,2022-09-30,52333.16,10,1130.14,0
10018,2022-10-31,51583.45,45,1102.96,0
10018,2022-11-30,50807.34,5,1124.3,0
10018,2022-12-31,50047.34,45,1102.95,0
10018,2023-01-31,49199.15,0,1186.01,0
10018,2023-02-28,48379.38,0,1151.86,0
10018,2023-03-31,47567.19,0,1138.75,0
10018,2023-04-30,46697.4,10,1190.87,0
10018,2023-05-31,45813.52,0,1199.09,0
10018,2023-06-30,44907.1,0,1215.66,0
10018,2023-07-31,44033.24,45,1176.98,0
10018,2023-08-31,43174.43,0,1156.04,0
10018,2023-09-30,42327.95,45,1137.9,0
10018,2023-10-31,41485.39,15,1128.28,0
10018,2023-11-30,40638.22,0,1127.19,0
10021,2021-06-30,24184.57,0,2519.78,0
10021,2021-07-31,22368.33,45,2281.79,0
10021,2021-08-31,20469.97,5,2328.95,0
10021,2021-09-30,18537.19,0,2326.83,0
10021,2021-10-31,16440.22,0,2453.81,0
10021,2021-11-30,14390.46,45,2366.24,0
10021,2021-12-31,12276.07,0,2391.4,0
10021,2022-01-31,10195.11,0,2317.28,0
10021,2022-02-28,8012.51,0,2378.85,0
10021,2022-03-31,5860.38,0,2306.37,0
10021,2022-04-30,3563.6,0,2409.6,0
10021,2022-05-31,1327.09,15,2305.1,0
10022,2021-02-28,60767.71,0,6090.29,0
10022,2021-03-31,55372.19,45,6185.5,0
10022,2021-04-30,50091.33,5,6000.7,0
10022,2021-05-31,44764.22,0,5978.3,0
10022,2021-06-30,39539.23,0,5806.92,0
10022,2021-07-31,33988.81,0,6064.43,0
10022,2021-08-31,28371.9,5,6058.77,0
10022,2021-09-30,22710.03,10,6030.7,0
10022,2021-10-31,16809.75,0,6195.51,0
10022,2021-11-30,10777.11,0,6251.17,0
10022,2021-12-31,4715.48,0,6201.73,0
10022,2022-01-31,0.0,30,5834.54,0
10023,2021-05-31,54800.28,5,5198.92,0
10023,2021-06-30,50007.8,30,5532.28,0
10023,2021-07-31,45320.37,30,5362.54,0
10023,2021-08-31,40704.95,0,5227.24,0
10023,2021-09-30,35631.33,0,5623.14,0
10023,2021-10-31,30623.81,0,5488.54,0
10023,2021-11-30,25689.41,15,5347.83,0
10023,2021-12-31,20864.2,0,5172.01,0
10023,2022-01-31,15698.96,5,5446.91,0
10023,2022-02-28,10254.56,0,5656.34,0
10023,2022-03-31,4914.02,15,5478.97,0
10023,2022-04-30,0.0,0,5682.62,0
10025,2022-08-31,23887.36,0,556.06,0
10025,2022-09-30,23659.0,0,568.76,0
10025,2022-10-31,23442.44,10,553.7,0
10025,2022-11-30,23246.79,30,529.71,0
10025,2022-12-31,23021.18,5,556.87,0
10025,2023-01-31,22790.77,0,558.46,0
10025,2023-02-28,22550.62,10,564.92,0
10025,2023-03-31,22305.25,0,566.72,0
10025,2023-04-30,22055.85,0,567.25,0
10025,2023-05-31,21808.82,30,561.32,0
10025,2023-06-30,21583.0,0,536.6,0
10025,2023-07-31,21343.56,15,547.0,0
10025,2023-08-31,21080.16,5,567.54,0
10025,2023-09-30,20803.23,0,577.33,0
10025,2023-10-31,20570.63,45,529.04,0
10025,2023-11-30,20309.51,10,554.25,0
10026,2023-01-31,48377.23,5,870.1,0
10026,2023-02-28,47925.5,0,895.19,0
10026,2023-03-31,47460.66,0,904.16,0
10026,2023-04-30,47044.9,15,850.81,0
10026,2023-05-31,46556.41,0,919.74,0
10026,2023-06-30,46059.89,45,923.29,0
10026,2023-07-31,45545.79,30,936.31,0
10026,2023-08-31,45097.21,5,866.09,0
10026,2023-09-30,44607.47,45,903.13,0
10026,2023-10-31,44128.27,0,888.1,0
10026,2023-11-30,43652.89,0,879.89,0
10027,2021-05-31,81426.92,15,8341.58,0
10027,2021-06-30,74868.46,0,7725.58,0
10027,2021-07-31,67448.27,10,8493.3,0
10027,2021-08-31,60051.14,0,8363.89,0
10027,2021-09-30,52595.63,0,8316.25,0
10027,2021-10-31,45025.76,0,8323.74,0
10027,2021-11-30,37648.63,0,8022.5,0
10027,2021-12-31,29871.63,0,8316.63,0
10027,2022-01-31,22279.15,15,8020.64,0
10027,2022-02-28,14162.53,0,8435.95,0
10027,2022-03-31,6514.88,0,7850.65,0
10027,2022-04-30,0.0,0,7944.04,0
10028,2023-03-31,128450.17,30,5976.63,0
10028,2023-04-30,123983.13,0,6040.55,0
10028,2023-05-31,119419.88,10,6082.05,0
10028,2023-06-30,114579.2,15,6303.57,0
10028,2023-07-31,109882.02,5,6100.78,0
10028,2023-08-31,105225.12,30,6002.95,0
10028,2023-09-30,100581.01,10,5933.12,0
10028,2023-10-31,95782.05,45,6031.08,0
10028,2023-11-30,90859.14,0,6096.24,0
10029,2022-12-31,64054.32,10,6102.95,0
10029,2023-01-31,58773.66,0,6166.74,0
10029,2023-02-28,53319.71,15,6266.99,0
10029,2023-03-31,47802.52,45,6254.78,0
10029,2023-04-30,42189.11,10,6274.67,0
10029,2023-05-31,36243.21,0,6529.52,0
10029,2023-06-30,30512.78,0,6231.79,0
10029,2023-07-31,24590.34,5,6344.54,0
10029,2023-08-31,18508.57,0,6421.93,0
10029,2023-09-30,12591.16,15,6173.45,0
10029,2023-10-31,6283.28,15,6482.06,0
10029,2023-11-30,0.0,0,6373.22,0
10030,2022-02-28,67431.91,5,1613.7,0
10030,2022-03-31,66642.98,0,1525.06,0
10030,2022-04-30,65745.32,5,1625.18,0
10030,2022-05-31,64888.28,30,1574.76,0
10030,2022-06-30,64014.34,5,1582.3,0
10030,2022-07-31,63089.26,0,1623.91,0
10030,2022-08-31,62163.06,10,1614.92,0
10030,2022-09-30,61260.57,0,1581.1,0
10030,2022-10-31,60324.49,0,1604.84,0
10030,2022-11-30,59428.27,0,1554.77,0
10030,2022-12-31,58504.41,15,1572.62,0
10030,2023-01-31,57646.42,0,1496.66,0
10030,2023-02-28,56774.72,0,1501.01,0
10030,2023-03-31,55777.74,45,1616.77,0
10030,2023-04-30,54890.35,0,1496.29,0
10030,2023-05-31,53976.11,0,1513.46,0
10030,2023-06-30,52953.84,5,1611.51,0
10030,2023-07-31,52044.79,0,1487.13,0
10030,2023-08-31,51081.8,0,1531.15,0
10030,2023-09-30,50061.08,45,1578.36,0
10030,2023-10-31,49027.43,0,1580.15,0
10030,2023-11-30,47954.06,0,1608.59,0
10032,2023-07-31,38833.18,30,1214.2,0
10032,2023-08-31,37932.58,0,1240.39,0
10032,2023-09-30,37051.6,45,1212.89,0
10032,2023-10-31,36149.58,0,1226.22,0
10032,2023-11-30,35204.58,0,1261.31,0
10033,2021-08-31,22044.4,5,1033.0,0
10033,2021-09-30,21319.49,0,993.12,0
10033,2021-10-31,20522.02,45,1056.85,0
10033,2021-11-30,19775.85,0,995.86,0
10033,2021-12-31,18971.02,0,1045.43,0
10033,2022-01-31,18125.05,0,1076.79,0
10033,2022-02-28,17295.35,0,1050.22,0
10033,2022-03-31,16484.85,30,1020.93,0
10033,2022-04-30,15610.51,0,1074.9,0
10033,2022-05-31,14779.5,0,1020.94,0
10033,2022-06-30,13889.97,0,1069.35,0
10033,2022-07-31,13002.44,0,1056.52,0
10033,2022-08-31,12150.13,0,1010.51,0
10033,2022-09-30,11210.62,0,1087.34,0
10033,2022-10-31,10333.29,5,1013.72,0
10033,2022-11-30,9362.85,0,1096.16,0
10033,2022-12-31,8483.26,45,993.51,0
10033,2023-01-31,7566.19,5,1020.28,0
10033,2023-02-28,6644.61,0,1013.64,0
10033,2023-03-31,5731.24,0,994.21,0
10033,2023-04-30,4731.69,0,1069.28,0
10033,2023-05-31,3724.05,0,1065.21,0
10033,2023-06-30,2693.81,0,1075.55,0
10033,2023-07-31,1707.01,10,1019.57,0
10034,2022-01-31,44857.68,30,1424.82,0
10034,2022-02-28,43837.44,0,1394.05,0
10034,2022-03-31,42772.59,0,1430.17,0
10034,2022-04-30,41707.73,15,1421.29,0
10034,2022-05-31,40706.85,15,1348.45,0
10034,2022-06-30,39604.15,5,1441.92,0
10034,2022-07-31,38500.74,30,1433.45,0
10034,2022-08-31,37397.22,45,1424.36,0
10034,2022-09-30,36354.73,0,1354.13,0
10034,2022-10-31,35287.73,15,1369.96,0
10034,2022-11-30,34194.27,30,1387.52,0
10034,2022-12-31,33107.58,0,1371.64,0
10034,2023-01-31,32019.15,45,1364.33,0
10034,2023-02-28,30840.65,0,1445.33,0
10034,2023-03-31,29675.76,30,1421.89,0
10034,2023-04-30,28511.38,0,1411.68,0
10034,2023-05-31,27384.91,15,1364.06,0
10034,2023-06-30,26151.98,0,1461.14,0
10034,2023-07-31,25010.72,0,1359.19,0
10034,2023-08-31,23775.28,15,1443.87,0
10034,2023-09-30,22505.45,10,1467.95,0
10034,2023-10-31,21258.65,10,1434.35,0
10034,2023-11-30,19964.19,0,1471.62,0
10035,2023-05-31,41607.45,15,1258.95,0
10035,2023-06-30,40807.95,15,1257.18,0
10035,2023-07-31,39984.01,0,1272.83,0
10035,2023-08-31,39192.13,0,1231.7,0
10035,2023-09-30,38304.15,5,1319.1,0
10035,2023-10-31,37459.9,45,1265.59,0
10035,2023-11-30,36535.57,0,1336.39,0
10037,2021-03-31,44863.53,0,2136.13,0
10037,2021-04-30,42911.31,0,2240.09,0
10037,2021-05-31,41101.43,0,2085.23,0
10037,2021-06-30,39177.39,45,2187.77,0
10037,2021-07-31,37233.76,45,2195.02,0
10037,2021-08-31,35391.98,30,2080.7,0
10037,2021-09-30,33478.45,5,2140.63,0
10037,2021-10-31,31584.92,10,2108.35,0
10037,2021-11-30,29588.97,45,2198.62,0
10037,2021-12-31,27612.2,30,2166.63,0
10037,2022-01-31,25654.1,0,2135.28,0
10037,2022-02-28,23618.5,15,2200.21,0
10037,2022-03-31,21686.32,30,2083.73,0
10037,2022-04-30,19630.78,45,2194.7,0
10037,2022-05-31,17538.12,10,2218.62,0
10037,2022-06-30,15429.2,0,2221.46,0
10037,2022-07-31,13327.07,0,2201.13,0
10037,2022-08-31,11291.86,30,2120.73,0
10037,2022-09-30,9120.77,0,2243.54,0
10037,2022-10-31,7064.66,10,2114.64,0
10037,2022-11-30,4939.9,15,2170.09,0
10037,2022-12-31,2903.73,0,2067.87,0
10037,2023-01-31,679.11,10,2243.25,0
10037,2023-02-28,0.0,5,2184.08,0
10038,2023-01-31,9914.24,15,938.24,0
10038,2023-02-28,9048.84,10,1006.67,0
10038,2023-03-31,8170.01,10,1007.78,0
10038,2023-04-30,7288.75,0,997.68,0
10038,2023-05-31,6432.2,5,960.42,0
10038,2023-06-30,5544.03,10,979.82,0
10038,2023-07-31,4680.42,5,942.62,0
10038,2023-08-31,3769.06,0,978.05,0
10038,2023-09-30,2867.06,5,955.71,0
10038,2023-10-31,1941.89,0,966.03,0
10038,2023-11-30,1021.82,15,947.74,0
10039,2023-02-28,63585.98,0,6039.62,0
10039,2023-03-31,57777.53,0,6571.48,0
10039,2023-04-30,52145.01,0,6325.85,0
10039,2023-05-31,46529.2,0,6241.55,0
10039,2023-06-30,40758.79,10,6328.76,0
10039,2023-07-31,34860.32,0,6387.58,0
10039,2023-08-31,28705.91,5,6572.73,0
10039,2023-09-30,22946.35,0,6104.03,0
10039,2023-10-31,17043.98,30,6177.73,0
10039,2023-11-30,10641.78,0,6606.73,0
10042,2023-02-28,36599.14,45,642.46,0
10042,2023-03-31,36387.44,30,650.89,0
10042,2023-04-30,36181.38,30,642.71,0
10042,2023-05-31,35907.84,5,707.72,0
10042,2023-06-30,35678.98,0,659.75,0
10042,2023-07-31,35403.89,10,703.24,0
10042,2023-08-31,35120.61,5,708.12,0
10042,2023-09-30,34860.66,10,681.4,0
10042,2023-10-31,34635.82,0,643.17,0
10042,2023-11-30,34405.01,0,646.44,0
10043,2021-07-31,39320.69,45,1207.73,0
10043,2021-08-31,38707.89,0,1232.11,0
10043,2021-09-30,38105.83,5,1211.71,0
10043,2021-10-31,37433.9,0,1272.09,0
10043,2021-11-30,36800.09,45,1223.4,0
10043,2021-12-31,36136.9,30,1242.79,0
10043,2022-01-31,35438.55,0,1267.5,0
10043,2022-02-28,34820.6,0,1176.11,0
10043,2022-03-31,34182.81,15,1186.22,0
10043,2022-04-30,33549.89,0,1171.29,0
10043,2022-05-31,32903.08,0,1175.23,0
10043,2022-06-30,32200.6,5,1220.7,0
10043,2022-07-31,31510.39,30,1197.37,0
10043,2022-08-31,30796.88,5,1209.8,0
10043,2022-09-30,30003.94,0,1277.99,0
10043,2022-10-31,29299.19,0,1177.31,0
10043,2022-11-30,28536.51,45,1224.14,0
10043,2022-12-31,27815.7,0,1170.26,0
10043,2023-01-31,27056.76,10,1197.04,0
10043,2023-02-28,26260.38,30,1222.52,0
10043,2023-03-31,25400.36,45,1273.62,0
10043,2023-04-30,24594.51,45,1205.91,0
10043,2023-05-31,23815.75,30,1166.12,0
10043,2023-06-30,22985.32,0,1205.53,0
10043,2023-07-31,22171.36,45,1175.98,0
10043,2023-08-31,21334.31,0,1186.25,0
10043,2023-09-30,20436.76,0,1233.56,0
10043,2023-10-31,19592.21,0,1166.43,0
10043,2023-11-30,18685.92,0,1214.87,0
10044,2021-09-30,30583.36,0,1441.56,0
10044,2021-10-31,29513.79,5,1383.05,0
10044,2021-11-30,28292.85,5,1523.46,0
10044,2021-12-31,27149.24,0,1433.61,0
10044,2022-01-31,25934.13,0,1493.39,0
10044,2022-02-28,24772.38,0,1427.58,0
10044,2022-03-31,23577.0,45,1449.29,0
10044,2022-04-30,22381.96,10,1436.71,0
10044,2022-05-31,21181.33,0,1430.04,0
10044,2022-06-30,20014.99,0,1383.45,0
10044,2022-07-31,18787.57,0,1432.58,0
10044,2022-08-31,17470.63,0,1509.51,0
10044,2022-09-30,16169.12,30,1480.58,0
10044,2022-10-31,14933.46,0,1401.4,0
10044,2022-11-30,13620.36,10,1466.16,0
10044,2022-12-31,12250.07,10,1509.9,0
10044,2023-01-31,10893.66,15,1481.98,0
10044,2023-02-28,9603.45,5,1401.87,0
10044,2023-03-31,8195.52,0,1506.36,0
10044,2023-04-30,6855.45,5,1424.08,0
10044,2023-05-31,5479.47,0,1446.24,0
10044,2023-06-30,4078.93,5,1456.71,0
10044,2023-07-31,2616.9,45,1503.84,0
10044,2023-08-31,1128.09,45,1515.63,0
10046,2023-05-31,102150.77,0,1790.19,0
10046,2023-06-30,101422.82,0,1962.27,0
10046,2023-07-31,100849.42,0,1798.93,0
10046,2023-08-31,100229.28,0,1838.73,0
10046,2023-09-30,99554.73,45,1885.66,0
10046,2023-10-31,98878.63,0,1879.05,0
10046,2023-11-30,98170.86,0,1902.55,0
10050,2022-03-31,68001.66,0,7068.42,0
10050,2022-04-30,62479.95,15,6598.41,0
10050,2022-05-31,56848.12,10,6621.09,0
10050,2022-06-30,50689.04,15,7059.18,0
10050,2022-07-31,45004.17,45,6487.44,0
10050,2022-08-31,38868.36,15,6848.38,0
10050,2022-09-30,32586.5,10,6897.28,0
10050,2022-10-31,26324.53,0,6777.92,0
10050,2022-11-30,19835.59,0,6905.74,0
10050,2022-12-31,13597.17,30,6552.49,0
10050,2023-01-31,6799.41,0,7013.05,0
10050,2023-02-28,376.75,5,6530.31,0
10051,2022-11-30,59265.76,10,5608.71,0
10051,2022-12-31,54285.59,0,5883.98,0
10051,2023-01-31,49156.51,0,5956.93,0
10051,2023-02-28,43790.2,45,6115.95,0
10051,2023-03-31,38460.31,15,5997.69,0
10051,2023-04-30,33165.25,30,5881.58,0
10051,2023-05-31,27560.11,0,6110.91,0
10051,2023-06-30,22135.53,0,5844.87,0
10051,2023-07-31,16579.75,0,5893.35,0
10051,2023-08-31,10918.8,10,5913.79,0
10051,2023-09-30,5280.54,45,5804.77,0
10051,2023-10-31,0.0,0,6055.77,0
10053,2022-08-31,28287.17,0,884.83,0
10053,2022-09-30,27752.99,0,899.56,0
10053,2022-10-31,27195.91,0,915.55,0
10053,2022-11-30,26633.41,0,913.78,0
10053,2022-12-31,26096.66,0,880.77,0
10053,2023-01-31,25541.14,0,892.6,0
10053,2023-02-28,25000.36,0,870.69,0
10053,2023-03-31,24446.08,5,877.2,0
10053,2023-04-30,23846.09,0,915.75,0
10053,2023-05-31,23236.2,0,917.9,0
10053,2023-06-30,22621.53,15,914.8,0
10053,2023-07-31,22065.55,10,848.18,0
10053,2023-08-31,21439.75,0,910.81,0
10053,2023-09-30,20797.22,0,919.46,0
10053,2023-10-31,20198.06,10,867.79,0
10053,2023-11-30,19577.32,30,881.64,0
10054,2022-06-30,28756.45,0,2877.75,0
10054,2022-07-31,26155.5,30,3001.14,0
10054,2022-08-31,23672.17,30,2847.33,0
10054,2022-09-30,21080.42,5,2921.19,0
10054,2022-10-31,18430.11,0,2943.68,0
10054,2022-11-30,15828.28,10,2858.31,0
10054,2022-12-31,13086.46,0,2962.1,0
10054,2023-01-31,10395.38,10,2873.2,0
10054,2023-02-28,7705.32,0,2834.73,0
10054,2023-03-31,5064.71,15,2747.84,0
10054,2023-04-30,2305.68,0,2829.52,0
10054,2023-05-31,0.0,5,2926.91,0
10055,2022-03-31,248719.68,45,4483.82,0
10055,2022-04-30,246571.8,10,4531.44,0
10055,2022-05-31,244495.89,45,4438.89,0
10055,2022-06-30,242153.29,10,4685.69,0
10055,2022-07-31,239664.33,10,4809.59,0
10055,2022-08-31,237298.31,0,4662.81,0
10055,2022-09-30,234920.59,0,4651.83,0
10055,2022-10-31,232549.32,10,4622.59,0
10055,2022-11-30,230369.15,0,4408.77,0
10055,2022-12-31,227873.32,5,4703.53,0
10055,2023-01-31,225412.19,0,4644.92,0
10055,2023-02-28,222900.14,45,4672.25,0
10055,2023-03-31,220254.89,15,4781.37,0
10055,2023-04-30,217637.1,5,4728.57,0
10055,2023-05-31,214995.63,0,4727.16,0
10055,2023-06-30,212261.58,10,4794.42,0
10055,2023-07-31,209472.49,0,4823.27,0
10055,2023-08-31,206844.56,0,4635.37,0
10055,2023-09-30,204408.66,10,4418.16,0
10055,2023-10-31,201788.37,45,4579.21,0
10055,2023-11-30,198991.93,10,4730.24,0
10056,2022-07-31,33854.57,30,3218.55,0
10056,2022-08-31,31959.84,30,2238.91,0
10056,2022-09-30,30432.52,60,1852.25,0
10056,2022-10-31,30369.61,135,372.31,1
10056,2022-11-30,30571.77,150,106.59,1
10056,2022-12-31,30143.58,120,739.01,1
10056,2023-01-31,30126.05,150,323.99,1
10056,2023-02-28,30164.55,105,267.78,1
10056,2023-03-31,29812.87,95,658.35,1
10056,2023-04-30,29551.79,95,564.18,1
10056,2023-05-31,29486.47,120,365.76,1
10056,2023-06-30,29138.83,150,647.42,1
10057,2021-12-31,40444.96,5,4142.81,0
10057,2022-01-31,37163.35,0,3915.24,0
10057,2022-02-28,33858.7,0,3886.88,0
10057,2022-03-31,30251.33,0,4137.82,0
10057,2022-04-30,26617.44,0,4107.83,0
10057,2022-05-31,23137.99,0,3896.46,0
10057,2022-06-30,19630.74,0,3869.74,0
10057,2022-07-31,15777.95,0,4160.34,0
10057,2022-08-31,11889.67,45,4135.47,0
10057,2022-09-30,8121.29,0,3954.65,0
10057,2022-10-31,4160.69,0,4087.83,0
10057,2022-11-30,352.96,0,3872.92,0
10058,2022-01-31,84639.04,15,7948.93,0
10058,2022-02-28,77761.16,15,8260.31,0
10058,2022-03-31,71035.47,45,7995.79,0
10058,2022-04-30,63865.64,45,8330.08,0
10058,2022-05-31,56623.35,15,8285.43,0
10058,2022-06-30,49243.81,45,8304.39,0
10058,2022-07-31,42076.97,45,7971.15,0
10058,2022-08-31,34528.96,5,8235.27,0
10058,2022-09-30,26527.91,5,8565.02,0
10058,2022-10-31,18719.83,0,8241.37,0
10058,2022-11-30,10495.07,15,8530.52,0
10058,2022-12-31,2424.65,0,8241.84,0
10059,2022-05-31,70562.5,15,1646.7,0
10059,2022-06-30,69652.22,15,1709.99,0
10059,2022-07-31,68869.36,0,1572.25,0
10059,2022-08-31,68090.06,0,1559.82,0
10059,2022-09-30,67207.84,45,1653.91,0
10059,2022-10-31,66259.8,0,1709.73,0
10059,2022-11-30,65294.36,5,1716.38,0
10059,2022-12-31,64400.7,30,1633.66,0
10059,2023-01-31,63499.55,0,1631.03,0
10059,2023-02-28,62559.24,0,1659.97,0
10059,2023-03-31,61622.89,15,1645.35,0
10059,2023-04-30,60663.1,15,1658.19,0
10059,2023-05-31,59653.16,0,1697.45,0
10059,2023-06-30,58652.68,0,1676.55,0
10059,2023-07-31,57681.67,5,1635.74,0
10059,2023-08-31,56705.39,0,1630.01,0
10059,2023-09-30,55688.96,0,1659.09,0
10059,2023-10-31,54691.1,0,1629.0,0
10059,2023-11-30,53681.59,45,1629.34,0
10060,2021-04-30,76053.99,45,7286.09,0
10060,2021-05-31,72980.03,65,4411.24,0
10060,2021-06-30,71451.77,60,2811.49,0
10060,2021-07-31,72116.85,180,591.28,1
10060,2021-08-31,72571.07,90,813.83,1
10060,2021-09-30,73523.52,180,323.6,1
10060,2021-10-31,74712.78,120,103.52,1
10060,2021-11-30,74050.9,150,1975.58,1
10060,2021-12-31,75326.32,180,26.65,1
10060,2022-01-31,76512.69,105,138.11,1
10060,2022-02-28,76044.82,90,1813.22,1
10060,2022-03-31,76746.79,180,635.15,1
10061,2021-08-31,38848.61,0,1167.19,0
10061,2021-09-30,38078.31,5,1178.21,0
10061,2021-10-31,37259.32,0,1218.81,0
10061,2021-11-30,36381.43,30,1269.12,0
10061,2021-12-31,35605.04,0,1158.39,0
10061,2022-01-31,34780.92,0,1197.97,0
10061,2022-02-28,33991.41,0,1154.71,0
10061,2022-03-31,33174.71,15,1173.61,0
10061,2022-04-30,32263.75,15,1259.3,0
10061,2022-05-31,31441.35,30,1161.17,0
10061,2022-06-30,30518.3,30,1253.18,0
10061,2022-07-31,29667.73,45,1171.01,0
10061,2022-08-31,28725.46,0,1253.78,0
10061,2022-09-30,27812.48,5,1214.6,0
10061,2022-10-31,26848.75,5,1255.76,0
10061,2022-11-30,25962.8,0,1167.86,0
10061,2022-12-31,24993.7,10,1241.71,0
10061,2023-01-31,24024.28,10,1231.86,0
10061,2023-02-28,23061.34,5,1215.19,0
10061,2023-03-31,22055.91,45,1247.58,0
10061,2023-04-30,21059.55,0,1227.94,0
